"vremia","191HL","192HL","193BL","194BL","191HR","192HR","193BR","194BR","281NL","282NL","283BL","284BL","281NR","282NR","283BR","284BR","301BL","302BL","303HL","304HL","301BR","302BR","303HR","304HR","321BL","322BL","323HL","324HL","321BR","322BR","323HR","324HR","341BL","342BL","343HL","344HL","341BR","342BR","343HR","344HR","461L","462L","463L","461R","462R","463R","G11L","G12L","G13L","G14L","G15L","G16L","G17L","G11R","G12R","G13R","G14R","G15R","G16R","G17R","G21L","G22L","G23L","G24L","G25L","G26L","G27L","G21R","G22R","G23R","G24R","G25R","G26R","G27R","D12","D13","D14","D15","D16","D17","D18","D19","D20","U64","RasxCD"
"2020-06-30 00:04:13.406","27","28","28","29","28","28","29","30","30","35","33","31","30","33","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","34","42","34","42","39","42","43","35","36","37","31","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.7","1000","1660"
"2020-06-30 00:04:14.421","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.4","4.2","3.6","2.9","3","2.7","1000","1700"
"2020-06-30 00:04:15.437","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.7","1000","1720"
"2020-06-30 00:04:16.468","27","28","28","29","28","28","29","30","30","35","33","31","30","33","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1690"
"2020-06-30 00:04:17.484","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1000","1640"
"2020-06-30 00:04:18.500","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1000","1750"
"2020-06-30 00:04:19.531","27","29","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","31","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1670"
"2020-06-30 00:04:20.546","27","29","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1760"
"2020-06-30 00:04:21.562","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1000","1640"
"2020-06-30 00:04:22.593","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1720"
"2020-06-30 00:04:23.609","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1000","1660"
"2020-06-30 00:04:24.625","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1000","1770"
"2020-06-30 00:04:25.640","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.7","4.5","4.2","3.6","2.9","3.1","2.8","1000","1730"
"2020-06-30 00:04:26.671","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1000","1700"
"2020-06-30 00:04:27.687","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.5","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1690"
"2020-06-30 00:04:28.718","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1650"
"2020-06-30 00:04:29.765","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","34","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.5","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1710"
"2020-06-30 00:04:30.796","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","31","43","49","50","44","44","38","37","37","51","44","36","40","5.5","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1720"
"2020-06-30 00:04:31.812","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1710"
"2020-06-30 00:04:32.843","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","39","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1000","1680"
"2020-06-30 00:04:33.843","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1010","1650"
"2020-06-30 00:04:34.875","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1010","1790"
"2020-06-30 00:04:35.890","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","40","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","31","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1020","1850"
"2020-06-30 00:04:37.031","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","31","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","31","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1020","1730"
"2020-06-30 00:04:38.062","27","29","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1030","1690"
"2020-06-30 00:04:39.093","27","29","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1040","1700"
"2020-06-30 00:04:40.125","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.8","1040","1720"
"2020-06-30 00:04:41.171","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.7","1050","1740"
"2020-06-30 00:04:42.203","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1060","1670"
"2020-06-30 00:04:43.218","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1060","1580"
"2020-06-30 00:04:44.234","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1070","1720"
"2020-06-30 00:04:45.265","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.7","1070","1780"
"2020-06-30 00:04:46.296","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3","2.7","1080","1730"
"2020-06-30 00:04:47.328","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","41","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1090","1580"
"2020-06-30 00:04:48.328","27","29","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","31","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.7","1100","1610"
"2020-06-30 00:04:49.359","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1100","1670"
"2020-06-30 00:04:50.375","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","37","42","36","34","35","32","36","36","38","37","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","31","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1110","1760"
"2020-06-30 00:04:51.406","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1120","1770"
"2020-06-30 00:04:52.484","27","28","28","29","27","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1120","1650"
"2020-06-30 00:04:53.531","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1130","1700"
"2020-06-30 00:04:54.562","27","28","28","29","27","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1140","1740"
"2020-06-30 00:04:55.578","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1140","1720"
"2020-06-30 00:04:56.609","27","28","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.8","1150","1710"
"2020-06-30 00:04:57.609","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.4","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1160","1650"
"2020-06-30 00:04:58.625","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","42","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1170","1730"
"2020-06-30 00:04:59.656","27","28","28","29","27","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1170","1730"
"2020-06-30 00:05:00.656","27","29","28","29","28","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","37","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1180","1730"
"2020-06-30 00:05:01.687","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1190","1740"
"2020-06-30 00:05:02.703","27","28","28","29","27","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1200","1720"
"2020-06-30 00:05:03.703","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1200","1770"
"2020-06-30 00:05:04.937","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1210","1710"
"2020-06-30 00:05:05.953","27","28","28","29","27","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","34","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.7","1210","1790"
"2020-06-30 00:05:06.984","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.5","4.2","3.6","2.9","3.1","2.7","1210","1670"
"2020-06-30 00:05:08.000","27","28","28","29","27","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1210","1620"
"2020-06-30 00:05:09.046","27","28","28","29","28","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1210","1820"
"2020-06-30 00:05:10.062","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1210","1630"
"2020-06-30 00:05:11.078","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1210","1660"
"2020-06-30 00:05:12.140","27","28","28","29","27","28","29","30","30","34","32","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1210","1640"
"2020-06-30 00:05:13.156","27","28","28","29","27","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1220","1810"
"2020-06-30 00:05:14.187","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","34","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","44","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1220","1680"
"2020-06-30 00:05:15.203","27","28","28","29","27","28","29","30","30","34","32","31","30","32","34","30","34","32","31","32","27","34","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1220","1750"
"2020-06-30 00:05:16.218","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","35","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1230","1750"
"2020-06-30 00:05:17.234","27","28","28","29","27","28","29","30","30","34","32","31","30","32","34","30","34","32","31","32","27","34","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","36","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1230","1700"
"2020-06-30 00:05:18.281","27","28","28","29","27","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","34","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","35","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1240","1700"
"2020-06-30 00:05:19.312","27","28","28","29","27","28","29","30","30","34","33","31","30","32","34","30","34","32","31","32","27","34","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","35","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1250","1630"
"2020-06-30 00:05:20.390","27","28","28","29","27","28","29","30","30","35","33","31","30","32","34","30","34","32","31","32","27","34","33","32","36","35","33","40","37","38","36","41","36","34","35","32","36","35","38","36","42","39","37","43","38","36","34","41","36","43","50","35","42","34","42","39","42","43","35","36","37","32","43","49","50","43","44","38","37","37","51","44","36","40","5.3","5.3","4.6","4.4","4.2","3.6","2.9","3.1","2.8","1250","1710"
